Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\2c2d2h.cfr
Action Line,Root CHECK
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,BET 230 freq,BET 115 freq,BET 69 freq,CHECK freq
Jh 9d 6c,23.8745,51.83,99.4982,83.4648,48.17,129.002,116.438,11.91,15.63,21.78,50.67
Jh 9d 7c,30.819,50.18,91.1191,78.9521,49.82,137.381,119.89,17.11,1.13,42.32,39.45
Jh 9d 8c,36.5523,51.56,94.5683,79.748,48.44,133.932,120.209,12.28,2.25,42.37,43.10
Jh Td Tc,10.1574,55.98,124.773,96.9138,44.02,103.727,102.443,15.91,16.52,1.07,66.49
Jh Td 2c,11.2661,54.43,107.791,86.1079,45.57,120.709,115.16,10.62,18.51,10.85,60.01
Jh Td 3c,17.8607,54.27,105.273,84.3411,45.73,123.228,117.156,10.11,21.90,9.25,58.73
Jh Td 4c,14.5656,53.92,103.7,83.6258,46.08,124.8,117.742,10.13,19.88,14.33,55.66
Jh Td 5c,15.6444,53.57,101.658,82.5018,46.43,126.842,118.788,8.60,20.30,16.45,54.64
Jh Td 6c,13.5907,54.30,105.426,84.4078,45.70,123.074,117.103,7.62,19.23,15.04,58.11
Jh Td 7c,30.6547,50.36,87.747,75.7601,49.64,140.753,123.275,15.58,32.39,1.73,50.29
Jh Td 8c,38.4098,49.72,86.0585,75.2624,50.28,142.442,123.161,22.08,14.56,17.59,45.76
Jh Td 9c,72.8245,54.32,111.466,89.2218,45.68,117.034,111.388,7.51,25.28,7.34,59.86
Kc 2d 2c,4.65437,56.12,134.789,104.428,43.88,93.7112,92.8511,4.57,17.63,1.90,75.89
Kc 3c 2c,89.9168,54.75,115.229,91.5104,45.25,113.271,108.83,0.01,9.60,8.30,82.09
Kc 3c 2d,20.9256,53.06,112.507,92.1867,46.94,115.993,107.443,1.92,25.54,6.05,66.49
Kc 3d 3c,8.53656,56.22,133.631,103.347,43.78,94.8692,94.2123,4.42,18.85,1.01,75.72
Kc 3d 2c,20.6591,53.12,112.87,92.3892,46.88,115.63,107.232,1.69,26.05,5.03,67.23
Kc 4c 2c,81.9372,55.17,116.347,91.685,44.83,112.153,108.779,0.01,12.74,2.78,84.47
Kc 4c 2d,8.66569,52.70,114.048,94.0894,47.30,114.452,105.207,1.67,23.89,7.29,67.14
Kc 4c 3c,88.7739,54.26,113.948,91.3034,45.74,114.552,108.891,0.56,10.01,9.66,79.77
Kc 4c 3d,23.9022,51.93,108.662,90.9702,48.07,119.838,108.4,1.22,19.29,17.08,62.41
Kc 4d 4c,21.4798,56.43,132.878,102.387,43.57,95.6224,95.4118,0.54,23.30,0.18,75.99
Kc 4d 2c,12.2598,53.21,115.128,94.0799,46.79,113.372,105.337,1.43,23.78,7.00,67.79
Kc 4d 3c,27.7563,52.25,109,90.7062,47.75,119.5,108.803,1.04,20.41,15.31,63.24
Kc 5c 2c,82.8352,55.01,116.074,91.7426,44.99,112.426,108.646,0.00,13.09,2.37,84.54
Kc 5c 2d,16.6112,53.43,116.264,94.617,46.57,112.236,104.775,0.08,26.79,2.25,70.88
Kc 5c 3c,88.636,54.20,113.92,91.3816,45.80,114.58,108.776,0.00,9.76,10.02,80.23
Kc 5c 3d,31.7204,52.60,111.129,91.8586,47.40,117.371,107.659,0.00,19.28,14.76,65.97
Kc 5c 4c,89.4925,53.73,112.819,91.291,46.27,115.681,108.704,0.81,8.42,12.54,78.23
Kc 5c 4d,35.6455,52.39,109.296,90.7011,47.61,119.204,108.863,0.00,15.99,20.79,63.22
Kc 5d 5c,31.3135,56.01,127.25,98.7799,43.99,101.25,100.071,0.00,26.80,0.01,73.20
Kc 5d 2c,22.3133,53.83,116.581,94.1632,46.17,111.919,105.392,0.02,25.53,3.52,70.93
Kc 5d 3c,37.277,52.88,111.042,91.2945,47.12,117.458,108.387,0.00,18.16,16.17,65.67
Kc 5d 4c,37.9311,52.53,109.481,90.6103,47.47,119.019,109.018,0.00,14.60,22.47,62.93
Kc 6c 2c,84.1731,55.28,116.76,91.8299,44.72,111.74,108.642,0.00,11.07,4.38,84.55
Kc 6c 2d,19.5872,54.55,118.808,94.6915,45.45,109.692,104.937,0.01,25.33,1.80,72.86
Kc 6c 3c,89.5013,54.45,114.848,91.7005,45.55,113.652,108.491,0.00,8.27,10.30,81.43
Kc 6c 3d,35.7867,53.62,113.114,91.7126,46.38,115.386,108.176,0.00,19.96,11.80,68.23
Kc 6c 4c,83.1586,54.59,115.335,91.8618,45.41,113.165,108.347,0.00,9.74,8.44,81.83
Kc 6c 4d,24.3762,53.04,112.642,92.3391,46.96,115.858,107.264,0.00,20.19,12.24,67.56
Kc 6c 5c,90.3845,53.82,114.042,92.1266,46.18,114.458,107.764,0.00,6.08,15.33,78.59
Kc 6c 5d,43.4793,52.65,108.826,89.8766,47.35,119.674,109.877,0.00,8.66,29.33,62.00
Kc 6d 6c,27.6955,56.93,133.36,101.856,43.07,95.1397,96.0334,1.82,19.94,0.42,77.82
Kc 6d 2c,22.1868,54.33,117.694,94.1815,45.67,110.806,105.495,0.00,26.64,0.18,73.19
Kc 6d 3c,38.7623,53.54,112.379,91.2604,46.46,116.121,108.668,0.00,19.79,12.07,68.14
Kc 6d 4c,24.9933,53.03,112.641,92.3594,46.97,115.859,107.237,0.00,19.31,13.56,67.13
Kc 6d 5c,41.9087,52.68,109.193,90.1149,47.32,119.307,109.628,0.00,9.26,28.59,62.16
Kc 7c 2c,84.2337,55.81,117.951,91.8837,44.19,110.549,108.776,0.00,10.37,3.49,86.14
Kc 7c 2d,18.9162,56.48,125.57,96.6566,43.52,102.93,102.841,0.11,25.18,0.31,74.39
Kc 7c 3c,89.909,54.61,115.24,91.7496,45.39,113.26,108.489,0.00,8.59,10.23,81.18
Kc 7c 3d,28.8154,54.68,117.343,93.3078,45.32,111.157,106.635,0.00,25.62,3.42,70.96
Kc 7c 4c,84.2599,54.61,115.208,91.7212,45.39,113.292,108.524,0.00,10.22,7.83,81.95
Kc 7c 4d,24.7419,54.11,116.05,93.2429,45.89,112.45,106.547,0.00,23.28,7.32,69.41
Kc 7c 5c,83.866,54.36,114.74,91.7681,45.64,113.76,108.377,0.00,8.43,11.15,80.42
Kc 7c 5d,32.6771,53.42,113.223,92.1472,46.58,115.277,107.607,0.00,16.87,16.34,66.79
Kc 7c 6c,93.5585,53.63,113.855,92.3027,46.37,114.645,107.496,0.28,5.87,15.60,78.25
Kc 7c 6d,41.7567,53.13,109.057,89.2529,46.87,119.443,110.789,0.05,12.55,24.47,62.93
Kc 7d 7c,26.5313,57.74,136.917,103.103,42.26,91.5828,94.2177,2.08,17.31,0.01,80.60
Kc 7d 2c,21.1425,56.30,124.889,96.4506,43.70,103.611,103.08,0.00,25.06,0.00,74.94
Kc 7d 3c,31.4992,54.53,116.456,92.8476,45.47,112.045,107.145,0.00,27.42,0.80,71.78
Kc 7d 4c,24.8219,54.21,116.373,93.3414,45.79,112.127,106.457,0.00,23.61,6.34,70.06
Kc 7d 5c,29.7035,53.48,113.712,92.44,46.52,114.788,107.29,0.00,18.12,14.96,66.91
Kc 7d 6c,41.2279,53.18,109.39,89.4363,46.82,119.11,110.605,0.00,13.66,22.70,63.63
Kc 8c 2c,78.129,55.71,117.656,91.8308,44.29,110.844,108.801,0.00,12.24,1.12,86.64
Kc 8c 2d,17.4582,55.93,124.491,96.7698,44.07,104.009,102.62,0.42,25.64,0.21,73.74
Kc 8c 3c,84.1167,55.09,116.286,91.772,44.91,112.214,108.641,0.00,10.36,4.48,85.16
Kc 8c 3d,30.1111,55.30,121.234,95.318,44.70,107.266,104.333,0.03,23.89,3.36,72.72
Kc 8c 4c,73.2338,54.45,114.565,91.4856,45.55,113.935,108.744,1.73,10.37,9.24,78.66
Kc 8c 4d,22.4295,53.86,117.194,94.6032,46.14,111.306,104.887,0.00,21.42,9.15,69.44
Kc 8c 5c,75.6922,54.09,113.939,91.5844,45.91,114.561,108.495,1.50,11.69,8.02,78.79
Kc 8c 5d,35.8691,53.04,113.73,93.2231,46.96,114.77,106.266,0.00,14.64,18.26,67.10
Kc 8c 6c,76.9388,54.48,115.407,92.0961,45.52,113.093,108.029,0.55,11.88,5.66,81.92
Kc 8c 6d,29.6266,53.48,114.513,93.0988,46.52,113.987,106.532,0.00,17.54,13.47,68.99
Kc 8c 7c,83.7066,53.98,113.987,91.8084,46.02,114.513,108.192,4.27,11.84,9.30,74.59
Kc 8c 7d,35.6641,53.92,112.608,90.8087,46.08,115.891,109.338,1.28,20.82,10.71,67.20
Kc 8d 8c,34.8866,56.86,130.663,99.9061,43.14,97.8367,98.6114,0.00,21.96,0.00,78.03
Kc 8d 2c,22.1241,55.74,123.139,96.0507,44.26,105.361,103.5,0.05,22.44,4.02,73.49
Kc 8d 3c,34.8334,54.81,118.884,94.3101,45.19,109.616,105.457,0.00,22.53,5.22,72.25
Kc 8d 4c,26.3803,53.87,116.917,94.3696,46.13,111.583,105.161,0.00,20.21,10.04,69.75
Kc 8d 5c,37.7591,53.09,113.767,93.1768,46.91,114.733,106.331,0.00,14.91,17.86,67.24
Kc 8d 6c,33.3153,53.44,114.085,92.8189,46.56,114.415,106.842,0.00,16.58,14.62,68.81
Kc 8d 7c,39.7167,53.79,111.81,90.3737,46.21,116.69,109.794,1.15,20.08,12.39,66.37
Kc 9c 2c,78.1925,55.38,116.676,91.5951,44.62,111.824,108.971,2.57,16.22,0.33,80.88
Kc 9c 2d,32.2617,55.54,121.053,94.7593,44.46,107.447,105.08,1.88,25.40,0.01,72.71
Kc 9c 3c,84.7863,54.80,115.556,91.6777,45.20,112.944,108.648,2.33,14.92,3.06,79.69
Kc 9c 3d,39.8144,54.78,117.032,92.8846,45.22,111.468,107.178,1.82,26.16,0.18,71.84
Kc 9c 4c,71.3529,54.62,114.725,91.3291,45.38,113.775,108.998,3.57,17.19,1.75,77.49
Kc 9c 4d,37.3778,54.37,117.433,93.904,45.63,111.067,105.835,1.72,25.80,1.26,71.22
Kc 9c 5c,68.2489,53.95,112.736,90.8583,46.05,115.764,109.293,4.16,14.59,7.02,74.23
Kc 9c 5d,39.6977,52.27,109.464,91.0485,47.73,119.036,108.437,1.32,19.27,14.24,65.17
Kc 9c 6c,74.2306,54.41,114.27,91.3126,45.59,114.23,108.937,2.98,13.93,6.63,76.46
Kc 9c 6d,39.4228,52.66,109.408,90.3262,47.34,119.092,109.385,2.12,20.12,10.53,67.23
Kc 9c 7c,71.8243,54.18,113.163,90.813,45.82,115.337,109.438,5.24,15.68,6.07,73.01
Kc 9c 7d,39.6227,53.98,112.387,90.5168,46.02,116.113,109.707,2.99,17.98,11.09,67.95
Kc 9c 8c,74.992,53.76,112.089,90.6568,46.24,116.411,109.451,6.00,14.14,8.23,71.62
Kc 9c 8d,45.0174,53.54,110.714,89.915,46.46,117.786,110.217,3.03,14.61,15.87,66.49
Kc 9d 9c,43.9011,57.03,129.244,98.5271,42.97,99.2563,100.437,1.66,19.89,0.01,78.44
Kc 9d 2c,34.1792,55.31,119.834,94.2029,44.69,108.666,105.715,0.34,25.81,0.02,73.83
Kc 9d 3c,42.4437,54.53,115.712,92.2553,45.47,112.788,107.855,0.42,23.33,5.10,71.15
Kc 9d 4c,38.2216,54.37,117.254,93.7584,45.63,111.245,106.009,0.51,26.77,0.51,72.21
Kc 9d 5c,39.9788,52.47,109.888,91.0653,47.54,118.612,108.489,0.57,17.28,16.94,65.21
Kc 9d 6c,41.1503,52.88,109.751,90.2396,47.12,118.749,109.569,1.13,17.74,14.08,67.05
Kc 9d 7c,42.1903,53.96,111.882,90.1541,46.04,116.618,110.122,2.11,18.02,12.25,67.62
Kc 9d 8c,44.589,53.64,111.034,90.0033,46.36,117.466,110.159,2.66,13.60,17.28,66.47
Kc Jc 2c,74.395,56.64,121.173,93.0168,43.36,107.327,107.617,5.25,19.52,0.06,75.17
Kc Jc 2d,29.3919,56.60,121.391,93.2421,43.40,107.109,107.311,4.70,23.35,2.50,69.45
Kc Jc 3c,83.8537,56.30,120.392,92.9664,43.70,108.108,107.57,5.00,19.94,0.31,74.75
Kc Jc 3d,33.5523,56.05,118.032,91.5588,43.95,110.468,109.281,4.87,24.64,2.53,67.96
Kc Jc 4c,63.0138,55.67,118.487,92.5362,44.33,110.013,107.902,6.67,18.26,3.78,71.28
Kc Jc 4d,30.3155,55.92,118.58,92.1982,44.08,109.92,108.417,5.28,27.12,0.48,67.12
Kc Jc 5c,61.5183,55.62,118.225,92.4125,44.38,110.275,108.04,6.30,19.09,3.86,70.75
Kc Jc 5d,31.4332,55.46,116.255,91.133,44.54,112.245,109.578,5.57,28.56,0.19,65.68
Kc Jc 6c,69.7155,56.45,121.031,93.2171,43.55,107.469,107.294,3.50,16.12,5.85,74.54
Kc Jc 6d,31.0348,55.91,117.656,91.4909,44.09,110.844,109.311,4.93,23.56,4.74,66.77
Kc Jc 7c,60.8275,55.57,117.486,91.9214,44.43,111.014,108.636,5.97,17.13,7.44,69.46
Kc Jc 7d,28.3535,55.74,115.029,89.7288,44.26,113.471,111.46,5.66,22.70,7.57,64.07
Kc Jc 8c,49.2639,55.53,118.111,92.4692,44.47,110.389,107.938,6.71,15.05,8.53,69.71
Kc Jc 8d,29.5313,55.34,115.371,90.6481,44.66,113.129,110.126,5.44,22.25,6.02,66.28
Kc Jc 9c,77.2098,55.82,119.914,93.3999,44.18,108.586,106.863,4.59,13.97,7.46,73.98
Kc Jc 9d,46.6047,55.79,116.514,90.8008,44.21,111.986,110.134,6.77,17.30,6.26,69.68
Kc Jd Jc,34.9971,59.28,139.167,102.066,40.72,89.3331,95.3899,7.60,14.30,0.01,78.09
Kc Jc Tc,91.3482,57.49,121.995,92.2599,42.51,106.505,108.933,9.73,6.77,10.53,72.97
Kc Jc Td,95.3024,59.93,130.289,94.5253,40.07,98.2114,106.559,0.00,20.72,0.99,78.30
Kc Jd 2c,28.346,57.35,123.257,93.4509,42.65,105.243,107.275,2.91,20.85,5.13,71.10
Kc Jd 3c,33.3284,56.83,119.965,91.7769,43.17,108.535,109.315,2.79,24.39,2.32,70.50
Kc Jd 4c,28.8426,56.84,121.07,92.6094,43.16,107.43,108.221,2.69,21.56,7.03,68.73
Kc Jd 5c,29.8742,56.50,119.187,91.7226,43.50,109.313,109.25,2.52,22.81,7.08,67.59
Kc Jd 6c,29.4183,56.92,120.264,91.8583,43.08,108.236,109.244,2.09,20.18,8.58,69.15
Kc Jd 7c,26.4572,56.55,117.118,90.0496,43.45,111.382,111.448,3.35,17.85,12.91,65.88
Kc Jd 8c,25.3085,56.04,117.578,91.2298,43.96,110.922,109.694,3.80,17.43,11.38,67.39
Kc Jd 9c,43.2102,56.27,118.17,91.3089,43.73,110.33,109.691,5.95,21.60,0.05,72.41
Kc Jd Tc,92.5674,60.20,131.111,94.6852,39.80,97.3888,106.401,0.00,19.02,1.80,79.19
Kd Kc 2c,3.59033,52.67,112.815,93.1265,47.33,115.685,106.272,11.91,11.14,10.69,66.26
Kd Kc 3c,12.3062,53.77,114.893,92.9033,46.23,113.607,106.843,10.84,11.23,13.93,64.01
Kd Kc 4c,3.94134,53.83,116.51,94.1046,46.17,111.99,105.461,11.26,9.93,13.33,65.49
Kd Kc 5c,7.2826,54.85,120.657,95.6385,45.15,107.843,103.854,8.25,11.26,12.09,68.40
Kd Kc 6c,8.23356,55.90,124.302,96.6781,44.10,104.198,102.733,7.05,11.49,7.93,73.53
Kd Kc 7c,7.52873,57.09,128.246,97.6616,42.91,100.254,101.592,5.93,9.89,6.73,77.44
Kd Kc 8c,6.6877,57.44,130.459,98.7556,42.56,98.0413,100.147,4.34,7.49,10.15,78.03
Kd Kc 9c,21.637,56.63,128.1,98.3488,43.37,100.4,100.653,5.02,12.07,5.20,77.71
Kd Kc Jc,30.13,58.47,134.169,99.7745,41.53,94.3309,98.7464,7.01,15.20,0.00,77.78
Kh Kd Kc,3.56989,58.48,129.092,95.9719,41.52,99.4074,104.103,26.70,3.68,10.98,58.64
Kd Kc Qc,39.4623,57.99,130.012,97.47,42.01,98.4878,101.939,9.89,13.56,0.03,76.52
Kd Kc Tc,6.97696,58.81,135.121,99.9022,41.19,93.3793,98.5567,7.34,9.45,5.59,77.62
Kc Qc 2c,82.7468,56.74,121.941,93.4314,43.26,106.559,107.109,1.18,13.85,4.68,80.29
Kc Qc 2d,35.9828,56.80,122.162,93.5127,43.20,106.338,107.019,1.51,27.34,1.40,69.76
Kc Qc 3c,88.7172,56.14,120.414,93.2593,43.86,108.086,107.14,1.26,14.09,5.04,79.61
Kc Qc 3d,40.2207,56.09,118.338,91.7243,43.91,110.162,109.087,1.63,28.76,1.01,68.60
Kc Qc 4c,74.3843,56.07,119.888,92.966,43.93,108.612,107.492,2.32,14.58,6.63,76.47
Kc Qc 4d,37.2248,55.90,118.645,92.2739,44.10,109.855,108.316,1.70,29.08,1.95,67.27
Kc Qc 5c,73.0871,55.98,119.626,92.9093,44.02,108.874,107.536,1.86,17.35,3.91,76.88
Kc Qc 5d,38.2266,55.33,115.533,90.7808,44.67,112.967,109.961,1.50,29.95,3.02,65.53
Kc Qc 6c,77.0998,56.39,121.003,93.2915,43.61,107.497,107.179,0.78,14.62,5.44,79.16
Kc Qc 6d,37.8408,55.68,116.285,90.8088,44.32,112.215,110.073,0.83,27.98,4.27,66.92
Kc Qc 7c,76.9955,56.45,121.105,93.2841,43.55,107.395,107.206,1.11,14.21,6.03,78.66
Kc Qc 7d,36.7571,56.07,117.715,91.277,43.93,110.785,109.649,0.79,27.78,3.95,67.48
Kc Qc 8c,60.2303,56.26,120.691,93.2691,43.74,107.809,107.166,2.29,15.22,6.06,76.42
Kc Qc 8d,35.6747,55.53,116.738,91.4031,44.47,111.762,109.268,1.18,24.91,7.32,66.60
Kc Qc 9c,79.9464,55.93,120.061,93.338,44.07,108.439,106.974,4.99,15.98,1.95,77.08
Kc Qc 9d,48.5392,55.94,117.032,90.9553,44.06,111.468,110.004,2.89,24.51,0.00,72.59
Kc Qc Jc,70.4223,57.52,122.056,92.2547,42.48,106.444,108.953,7.47,12.78,7.01,72.75
Kc Qc Jd,40.1381,60.06,128.11,92.7463,39.94,100.389,109.273,2.63,19.40,4.46,73.51
Kc Qd Qc,51.4728,58.96,134.599,99.2506,41.04,93.9016,99.4872,5.45,16.19,0.01,78.35
Kc Qc Tc,79.0111,58.28,124,92.5055,41.72,104.5,108.907,9.30,9.46,7.60,73.65
Kc Qc Td,78.1427,61.10,133.179,94.7707,38.90,95.3205,106.537,0.01,20.45,0.01,79.53
Kc Qd 2c,36.9921,57.20,122.52,93.1226,42.80,105.98,107.668,0.91,26.70,2.09,70.30
Kc Qd 3c,41.3501,56.50,118.652,91.3116,43.50,109.848,109.784,1.10,27.67,2.39,68.85
Kc Qd 4c,37.1006,56.49,119.868,92.2642,43.51,108.632,108.542,0.75,29.72,0.64,68.90
Kc Qd 5c,37.9185,56.04,117.406,91.0936,43.96,111.094,109.868,0.46,28.23,4.34,66.97
Kc Qd 6c,38.184,56.38,117.796,90.8347,43.62,110.704,110.352,0.10,26.02,5.70,68.18
Kc Qd 7c,37.325,56.71,118.763,91.0606,43.29,109.737,110.202,0.22,26.17,4.85,68.76
Kc Qd 8c,34.5057,56.25,118.582,91.6535,43.75,109.918,109.24,0.29,23.23,8.47,68.01
Kc Qd 9c,47.0948,56.16,117.748,91.1621,43.84,110.752,109.833,2.54,24.11,0.27,73.08
Kc Qd Jc,42.6705,60.05,128.05,92.7144,39.95,100.45,109.318,2.14,21.97,1.88,74.00
Kc Qd Tc,76.8394,61.29,133.422,94.6506,38.71,95.0776,106.784,0.00,19.89,0.05,80.05
Kc Tc 2c,63.0852,56.05,118.517,91.9333,43.95,109.983,108.804,6.03,17.40,1.31,75.26
Kc Tc 2d,21.0327,56.01,118.791,92.2121,43.99,109.709,108.433,5.86,22.84,2.29,69.01
Kc Tc 3c,74.3638,55.93,118.225,91.9101,44.07,110.275,108.786,6.04,19.64,0.04,74.28
Kc Tc 3d,26.3461,55.50,115.799,90.7182,44.50,112.701,110.11,6.01,25.22,1.03,67.74
Kc Tc 4c,54.3756,55.27,116.706,91.8115,44.73,111.794,108.659,6.59,18.40,1.78,73.22
Kc Tc 4d,21.695,55.38,115.975,91.0454,44.62,112.525,109.653,6.53,26.18,1.01,66.27
Kc Tc 5c,52.6648,55.27,116.601,91.7228,44.73,111.899,108.77,6.34,15.97,5.45,72.23
Kc Tc 5d,23.8963,54.91,114.098,90.3481,45.09,114.402,110.306,6.52,26.13,2.59,64.77
Kc Tc 6c,53.1887,55.20,116.28,91.5805,44.80,112.22,108.92,6.38,18.45,2.57,72.60
Kc Tc 6d,18.9855,54.04,110.178,88.639,45.96,118.322,111.941,5.32,22.19,8.76,63.73
Kc Tc 7c,51.3404,54.71,114.26,90.7982,45.29,114.24,109.677,6.60,18.30,4.45,70.64
Kc Tc 7d,19.8916,53.85,109.687,88.558,46.15,118.813,111.939,6.62,22.93,5.30,65.15
Kc Tc 8c,48.8425,54.94,115.528,91.4328,45.06,112.972,108.997,6.27,15.92,6.12,71.69
Kc Tc 8d,21.8869,53.92,110.053,88.7452,46.08,118.447,111.753,5.99,24.77,2.70,66.53
Kc Tc 9c,63.1911,55.10,116.755,92.13,44.90,111.745,108.204,5.30,11.37,9.87,73.47
Kc Tc 9d,40.258,55.49,115.841,90.7588,44.51,112.659,110.057,6.44,18.52,4.79,70.25
Kc Td Tc,38.3309,58.75,137.32,101.627,41.25,91.1802,96.1023,5.90,16.35,0.00,77.75
Kc Td 2c,23.542,56.66,120.062,92.1308,43.34,108.438,108.783,4.43,21.43,4.89,69.25
Kc Td 3c,28.188,56.08,116.875,90.6146,43.92,111.624,110.498,4.03,22.91,4.91,68.14
Kc Td 4c,23.051,56.19,117.9,91.2209,43.81,110.6,109.773,4.20,22.52,6.64,66.64
Kc Td 5c,23.9254,55.62,116.045,90.7132,44.38,112.455,110.169,4.14,25.68,3.34,66.84
Kc Td 6c,20.0384,55.05,112.848,89.1214,44.95,115.652,111.874,3.06,21.67,9.56,65.71
Kc Td 7c,22.0305,54.86,111.898,88.6838,45.14,116.601,112.308,4.63,22.05,6.90,66.41
Kc Td 8c,21.3208,54.74,112.004,88.9663,45.26,116.496,111.902,4.34,22.66,5.73,67.27
Kc Td 9c,40.2116,55.82,116.785,90.9565,44.18,111.715,109.952,6.35,17.67,5.45,70.53
Kd 3c 2c,25.2478,53.66,113.57,92.0219,46.34,114.93,107.831,1.35,22.58,8.50,67.56
Kd 4c 2c,13.3073,53.82,116.662,94.2502,46.18,111.838,105.288,1.20,23.47,6.22,69.11
Kd 4c 3c,28.9524,52.60,109.917,90.8536,47.40,118.583,108.774,0.75,18.46,16.66,64.13
Kd 5c 2c,21.924,54.16,117.34,94.1929,45.84,111.16,105.439,0.00,24.36,3.82,71.82
Kd 5c 3c,36.6112,53.03,111.655,91.5373,46.97,116.845,108.168,0.00,17.22,16.22,66.56
Kd 5c 4c,43.4182,52.65,109.241,90.2094,47.35,119.259,109.51,0.00,12.77,23.66,63.57
Kd 6c 2c,24.2193,54.97,119.11,94.2103,45.03,109.39,105.62,0.00,25.39,0.51,74.10
Kd 6c 3c,40.6655,53.98,113.333,91.2926,46.02,115.167,108.795,0.00,19.54,11.22,69.25
Kd 6c 4c,26.7012,53.55,113.832,92.4217,46.45,114.668,107.333,0.00,18.70,13.28,68.03
Kd 6c 5c,47.2012,52.94,109.211,89.689,47.06,119.289,110.214,0.00,9.34,26.86,63.80
Kd 7c 2c,23.576,56.69,125.174,95.9967,43.31,103.326,103.735,0.00,24.51,0.01,75.48
Kd 7c 3c,33.7976,54.88,116.994,92.6937,45.12,111.506,107.44,0.00,22.32,6.80,70.88
Kd 7c 4c,27.276,54.53,116.91,93.208,45.47,111.59,106.712,0.00,23.08,6.21,70.71
Kd 7c 5c,32.5332,53.85,114.609,92.5361,46.15,113.891,107.296,0.00,17.39,14.53,68.08
Kd 7c 6c,46.7725,53.19,108.72,88.8644,46.81,119.78,111.262,0.02,9.07,27.81,63.11
Kd 8c 2c,21.9912,56.32,124.581,96.1816,43.68,103.919,103.43,0.12,23.99,1.08,74.81
Kd 8c 3c,35.0455,55.41,120.363,94.4486,44.59,108.137,105.435,0.00,24.70,1.08,74.22
Kd 8c 4c,25.538,54.43,118.284,94.4888,45.57,110.216,105.151,0.01,21.23,7.99,70.77
Kd 8c 5c,37.1139,53.62,115.169,93.3793,46.38,113.331,106.249,0.00,15.83,15.53,68.64
Kd 8c 6c,31.313,53.87,115.622,93.3189,46.13,112.878,106.388,0.13,17.28,12.03,70.56
Kd 8c 7c,40.465,53.89,111.877,90.2695,46.11,116.623,109.956,1.46,17.07,14.67,66.80
Kd 9c 2c,32.0882,55.79,121.665,94.8103,44.21,106.835,105.074,1.86,25.24,0.01,72.90
Kd 9c 3c,39.3373,54.97,117.306,92.7788,45.03,111.194,107.368,1.71,25.34,1.18,71.77
Kd 9c 4c,35.1854,54.86,119.052,94.3526,45.14,109.448,105.419,1.66,26.64,0.00,71.69
Kd 9c 5c,35.9476,52.91,111.654,91.7453,47.09,116.846,107.891,1.32,19.10,12.90,66.68
Kd 9c 6c,37.0322,53.25,111.224,90.8108,46.75,117.276,109.072,2.17,18.45,11.22,68.16
Kd 9c 7c,37.3755,54.39,113.659,90.8588,45.61,114.841,109.47,2.97,19.40,8.21,69.42
Kd 9c 8c,44.8202,53.70,111.416,90.2019,46.30,117.084,109.957,3.05,14.02,15.17,67.76
Kd Jc 2c,27.7564,57.35,123.888,93.9172,42.65,104.612,106.651,4.71,19.81,6.04,69.43
Kd Jc 3c,31.7573,56.81,120.481,92.212,43.19,108.019,108.733,4.60,23.19,3.56,68.65
Kd Jc 4c,27.8309,56.84,121.616,93.0217,43.16,106.884,107.679,4.46,21.92,6.10,67.51
Kd Jc 5c,27.6691,56.33,119.112,91.937,43.67,109.388,108.906,4.32,22.36,7.14,66.19
Kd Jc 6c,27.0084,56.70,120.149,92.1395,43.31,108.351,108.784,4.10,19.67,8.75,67.48
Kd Jc 7c,23.5355,56.35,116.615,89.9713,43.65,111.885,111.454,5.02,18.03,12.49,64.45
Kd Jc 8c,23.485,55.73,116.86,91.1618,44.27,111.64,109.654,5.37,17.74,11.02,65.86
Kd Jc 9c,41.8026,55.97,117.755,91.4711,44.03,110.745,109.361,6.91,14.90,7.81,70.38
Kd Jc Tc,90.9908,60.38,131.503,94.6974,39.62,96.997,106.434,0.00,18.53,1.91,79.56
Kh Kd 2c,0.00753,56.52,116.287,89.4476,43.48,112.213,112.22,17.98,5.49,9.95,66.57
Kh Kd 3c,0.00796,56.25,117.548,90.851,43.75,110.952,110.275,16.99,6.52,10.98,65.51
Kh Kd 4c,0.005,57.71,122.224,92.079,42.29,106.276,109.269,18.53,6.25,10.75,64.47
Kh Kd 5c,0.00527,56.28,124.647,96.2986,43.72,103.852,103.272,13.40,7.02,10.03,69.55
Kh Kd 6c,0.01227,56.34,138.391,106.806,43.66,90.1087,89.7255,9.90,5.01,9.40,75.69
Kh Kd 7c,0.00643,55.19,124.609,98.1604,44.81,103.893,100.812,7.84,4.78,7.23,80.15
Kh Kd 8c,0.02578,57.01,129.68,98.9009,42.99,98.8203,99.9407,6.01,5.57,8.18,80.24
Kh Kd 9c,7.87082,59.46,137.511,100.556,40.54,90.9888,97.5767,4.38,7.83,7.42,80.37
Kh Kd Jc,22.5904,60.73,143.532,102.756,39.27,84.9676,94.0751,8.45,8.72,0.04,82.79
Kh Kd Qc,36.3301,59.87,137.342,99.7399,40.13,91.1583,98.7624,11.03,11.55,0.01,77.42
